6.893431738229631733e-01,7.390404119661592164e-02,2.020384109621630245e-02,7.149768586182357610e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.707458202382827483e-04,0.000000000000000000e+00,1.936611495778270409e-02,1.641887240602669246e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.457801722456463223e-02,0.000000000000000000e+00
6.970123910663504896e-01,7.326168731839702297e-02,5.766717627200087203e-03,8.314045390841985628e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.071971838878589586e-03,1.796086893008220706e-02,1.586221037750127488e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.419578170034611156e-04,0.000000000000000000e+00,6.672662114185434756e-02,0.000000000000000000e+00
7.244491361112049832e-01,7.115583300186206772e-02,1.860834994094574465e-02,6.513084962327117533e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.988166606218827740e-03,4.944213395947236406e-04,1.987045085803019334e-02,1.192524762927060257e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.564941229809627410e-02,0.000000000000000000e+00
6.959198664395861433e-01,7.280703818383750525e-02,2.160197297819583390e-02,5.536596148805511541e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.975438096013804500e-03,0.000000000000000000e+00,1.837428839444935416e-02,1.216629138190519592e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.677974449802535906e-02,0.000000000000000000e+00
7.121090239018968981e-01,7.213862225407745299e-02,2.146009482272534172e-02,5.889770615171547458e-02,0.000000000000000000e+00,4.642413139838564087e-03,2.491845491640172494e-03,0.000000000000000000e+00,1.892540784165462620e-02,1.254080971277456158e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.674890913500512724e-02,0.000000000000000000e+00
6.994547140538673879e-01,7.212858970549709814e-02,3.558691172110144130e-02,5.773384946965889886e-02,0.000000000000000000e+00,1.493991858849826613e-03,6.845405088492535067e-03,0.000000000000000000e+00,1.591581673222036697e-02,1.318702184137435229e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.776640219516237573e-02,0.000000000000000000e+00
7.227743834303838044e-01,7.107713459444077453e-02,3.273401015137576003e-02,5.856602256438155768e-02,0.000000000000000000e+00,1.001336650102146834e-03,6.830741881333677462e-03,0.000000000000000000e+00,1.524539929322799720e-02,8.355480685297190721e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.604890912415635473e-02,0.000000000000000000e+00
7.216081627454801195e-01,7.347461635109674150e-02,2.899120427470557385e-02,5.800648227844056037e-02,5.054651210252581470e-04,1.947589099017590789e-03,2.973855177800098937e-03,1.482902669456807833e-03,1.338597937079853868e-02,9.496063068695157969e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.539964177097140618e-02,0.000000000000000000e+00
7.073674531398888021e-01,7.417968796625652728e-02,2.941371905415071306e-02,5.782652600803878107e-02,1.006678573081692127e-03,2.503308156963260627e-03,3.923887371430807153e-03,2.939673610073996815e-03,1.429993225171414216e-02,1.000167273925452703e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.548709456393683737e-02,0.000000000000000000e+00
7.068353116242012124e-01,7.572990505475263312e-02,2.833291806973053592e-02,5.779006525118315918e-02,5.043904135093764396e-04,1.999491140010877400e-03,1.991899541672810438e-03,5.388719761079393232e-03,1.537519245007851372e-02,9.122256355495241345e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.874084767772209448e-02,0.000000000000000000e+00
